work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021e,SE,FT,Azure Cloud Engineer,152500,USD,152500,US,50,US,L
2020,EN,FT,DevOps Engineer,58000,EUR,69436,DE,50,DE,L
2021e,MI,FT,Cloud Operations Engineer,43200,EUR,51718,RO,100,FR,L
2021e,MI,FT,DevOps Engineer,80000,USD,80000,US,50,US,L
2021e,SE,FT,Lead DevOps Engineer,134000,USD,134000,US,100,US,L
2021e,MI,FT,Azure Cloud Engineer,130000,CAD,103959,CA,100,CA,L
2021e,EN,FT,Platform Engineer,58750,GBP,81430,GB,100,GB,L
2021e,SE,FT,DevOps Engineer,55000,EUR,65845,NL,100,NL,L
2020,MI,FT,Database Reliability Engineer,85500,CAD,68373,CA,50,CA,L
2021e,EX,FT,Cloud Architect,260000,USD,260000,US,100,US,L
2020,SE,FT,Manager of DevOps & Engineering Infrastructure,110000,USD,110000,US,50,US,L
2021e,SE,FT,DevOps Engineer,133000,AUD,91601,AU,50,AU,M
2021e,SE,FT,Cloud Security Engineer,150000,USD,150000,US,100,US,L
2021e,SE,FT,Site Reliability Engineer,123000,USD,123000,US,100,US,L
2021e,MI,FT,Devops Engineer,2100,EUR,2514,RO,100,RO,L
2020,SE,FT,Infrastructure Architect,110000,EUR,131690,FR,50,FR,L
2021e,SE,FT,Lead DevOps Engineer,74400,EUR,89070,FI,100,FI,L
2021e,SE,FT,Principal DevOps Engineer,195000,USD,195000,US,100,US,M
2020,EN,FT,Linux Infrastructure Developer,710000,CAD,567777,CA,50,CA,L
2020,MI,FT,DevOps Engineer,110000,USD,110000,US,50,US,M
2021e,MI,FT,Cloud Engineer,150000,USD,150000,US,100,US,L
2020,SE,FT,Platform Engineer,148000,USD,148000,US,100,US,L
2020,SE,FT,Site Reliability Engineer,175000,USD,175000,US,100,US,L
2021e,SE,FT,Staff DevOps Engineer,180000,USD,180000,US,100,US,L
2021e,MI,FT,Site Reliability Engineer,68450,GBP,94875,GB,100,GB,L
2021e,SE,FT,Azure DevOps Engineer,160000,USD,160000,US,100,US,M
2021e,MI,FT,Devops Engineer,131000,USD,131000,US,50,US,L
2020,MI,FT,DevOps Engineer,34000,ILS,10437,IL,50,IL,M
2021e,SE,FT,DevOps Engineer,78000,GBP,108112,GB,100,GB,L
2021e,SE,FT,Cloud Architect,238000,USD,238000,US,100,US,M
2020,EN,FT,Cloud DevOps Engineer,55000,EUR,65845,DE,50,DE,M
2021e,MI,FT,Infrastructure Automation Engineer,80000,EUR,95775,AT,100,AT,S
2021e,SE,FT,Platform Engineer,200000,CAD,159937,CA,100,CA,M
2021e,EN,FT,DevOps Developer,650000,NOK,69118,NO,50,NO,M
2020,EX,FT,Director of Infrastructure,186000,USD,186000,US,50,US,S
2021e,EN,FT,DevOps Engineer,56000,GBP,77618,GB,50,GB,S
2020,SE,FT,DevOps Engineer,60000,EUR,71831,FR,50,FR,L
2020,SE,FT,Cloud Engineer,145000,USD,145000,US,50,US,L
2021e,SE,FT,Site Reliability Engineer,80000,EUR,95775,DE,100,DE,L
2021e,MI,FT,Site Reliability Engineer,75000,GBP,103953,GB,100,GB,L
2020,MI,FT,Infrastructure Architect,118000,USD,118000,US,100,US,L
2021e,SE,FT,Cloud Operations Engineer,140000,USD,140000,US,100,US,L
2021e,EN,FT,Cloud Platform Engineer,40000,GBP,55442,GB,100,GB,L
2021e,EN,FT,DevOps Engineer,92000,USD,92000,US,100,US,L
2021e,SE,FT,Cloud Infrastructure Engineer,145000,USD,145000,US,100,US,L
2021e,MI,FT,DevOps Engineer,133000,USD,133000,US,100,US,M
2021e,SE,FT,DevOps Architect,180000,USD,180000,US,100,US,L
2021e,SE,FT,DevOps Engineer,180000,CAD,143943,CA,100,US,M
2021e,SE,FT,Lead DevOps Engineer,260000,USD,260000,US,100,US,L
2020,MI,FT,Azure Cloud Engineer,150000,USD,150000,US,100,US,L
2021e,MI,FT,DevOps Engineer,155000,USD,155000,US,100,US,L
2021e,SE,FT,DevOps Manager,100000,USD,100000,US,100,US,L
2021e,SE,FT,Staff DevOps Engineer,210000,USD,210000,US,100,US,L
2020,SE,FT,DevOps Engineer,140000,CAD,111956,CA,100,CA,L
2021e,MI,FT,DevOps Engineer,19200,EUR,22986,RS,100,CH,L
2020,MI,FT,DevOps Architect,160000,USD,160000,US,100,US,M
2021e,MI,FT,Cloud Engineer,72000,GBP,99795,GB,100,GB,S
2020,EN,FT,Cloud DevOps Engineer,80000,USD,80000,US,100,US,L
2021e,MI,FT,Cloud Infrastructure Architect,190000,USD,190000,US,100,US,M
2021e,SE,CT,Principal Cloud Architect,54000,USD,54000,MX,100,US,S
2020,EN,FT,Infrastructure Specialist,4800000,HUF,16121,HU,50,HU,L
2021e,EN,FT,Site Reliability Engineer,88600,USD,88600,US,100,US,M
2021e,MI,FT,Platform Engineer,110000,NZD,78298,NZ,100,NZ,L
2020,MI,FT,Site Reliability Engineer,75000,CAD,59976,CA,100,CA,L
2021e,EN,FT,Cloud Engineer,62000,USD,62000,US,100,US,M
2021e,MI,FT,DevOps Engineer,121000,USD,121000,US,50,US,L
2021e,EX,FT,DevOps Manager,140000,USD,140000,AU,100,US,M
2020,MI,FT,DevOps Engineer,75000,USD,75000,US,100,US,L
2021e,SE,FT,DevOps Engineer,200000,USD,200000,US,100,US,S
2021e,MI,FT,DevOps Consultant,52000,EUR,62253,FI,50,FI,L
2021e,SE,FT,DevOps Engineer,185000,USD,185000,US,100,US,M
2021e,SE,FT,Cloud Engineer,145000,USD,145000,US,100,US,L
2021e,MI,FT,Devops Engineer,224000,USD,224000,US,50,US,L
2020,MI,FT,DevOps Engineer,103000,USD,103000,US,50,US,L
2021e,MI,FT,DevOps Engineer,100500,USD,100500,US,100,US,L
2020,SE,FT,Principal DevOps Engineer,103000,USD,103000,US,100,US,L
2021e,SE,FT,Cloud Infrastructure Engineer,185000,USD,185000,US,100,US,M
2021e,MI,FT,DevOps Architect,145000,USD,145000,US,100,US,M
2021e,SE,FT,Cloud Architect,145000,USD,145000,US,100,US,L
2021e,MI,FT,DevOps Engineer,47000,GBP,65144,GB,50,GB,L
2021e,MI,FT,DevOps Engineer,105000,USD,105000,US,100,US,L
2020,MI,FT,DevOps Engineer,45000,USD,45000,CZ,50,CZ,M
2021e,SE,FT,Platform Engineer,300000,CAD,239905,CA,100,CA,L
2021e,MI,FT,Site Reliability Engineer,132000,USD,132000,US,100,US,L
2021e,MI,FT,DevOps Engineer,100000,CAD,79968,CA,100,CA,M
2021e,SE,FT,DevOps Engineer,150000,AUD,103310,AU,50,AU,L
2021e,SE,FT,Lead DevOps Engineer,222000,USD,222000,US,100,US,M
2021e,MI,FT,DevOps Consultant,205000,USD,205000,US,100,US,L
2021e,SE,CT,DevOps Engineer,288000,PLN,75867,PL,100,PL,L
2021e,SE,FT,Cloud Infrastructure Engineer,205000,USD,205000,US,100,US,L
2021e,EN,FT,DevOps Engineer,33000,EUR,39507,FR,50,FR,L
2021e,MI,FT,DevOps Engineer,90000,CAD,71971,CA,100,CA,M
2021e,SE,FT,Director of Infrastructure,116000,USD,116000,US,100,US,S
2021e,MI,FT,Infrastructure Engineer,90000,USD,90000,US,100,US,L
2021e,SE,FT,Platform Engineer,90000,EUR,107747,ES,100,BE,M
2021e,SE,CT,Cloud DevOps Engineer,180000,EUR,215494,PT,100,DE,L
2021e,MI,FT,Cloud DevOps Engineer,42000,USD,42000,GT,100,SV,L
2020,SE,FT,Site Reliability Engineer,165000,USD,165000,US,100,US,M
2021e,SE,CT,Cloud DevOps Engineer,170000,USD,170000,US,100,US,L
2021e,MI,FT,Infrastructure Engineer,250000,USD,250000,US,100,US,M
2021e,EN,FT,DevOps Engineer,150000,USD,150000,US,100,US,M
2020,MI,FT,DevOps Team Lead,45000,GBP,62372,GB,100,GB,S
2021e,EX,FT,Site Reliability Engineering Manager,170000,USD,170000,US,100,US,M
2021e,MI,CT,DevOps Engineer,185000,PLN,48734,PL,100,PL,L
2021e,MI,FT,DevOps Engineer,15000000,USD,15000000,US,100,US,M
2021e,MI,FT,DevOps Engineer,60000,GBP,83163,GB,100,GB,S
2021e,MI,FT,Cloud Engineer,151000,USD,151000,US,50,US,L
2021e,SE,FT,Site Reliability Engineer,178000,USD,178000,US,100,US,M
2021e,SE,FT,Site Reliability Engineer,95000,EUR,113732,IE,100,IE,M
2021e,EX,FT,DevOps Manager,150000,USD,150000,US,100,US,L
2021e,EN,FT,Cloud Engineer,80000,USD,80000,US,100,US,L
2021e,EN,CT,Azure DevOps Engineer,50000,USD,50000,US,100,US,L
2020,SE,FT,DevOps Engineer,135000,CAD,107957,CA,100,CA,S
2020,SE,FT,Principal Site Reliability Engineer,95000,USD,95000,US,100,US,M
2021e,SE,FT,Infrastructure Engineer,67000,EUR,80211,ES,100,GB,M
2020,MI,FT,Site Reliability Engineer,180000,USD,180000,US,50,US,L
2021e,MI,FT,Platform Engineer,47500,GBP,65837,GB,100,GB,L
2021e,SE,FT,DevOps Engineer,155000,USD,155000,US,100,US,L
2021e,SE,FT,Site Reliability Engineer,203000,USD,203000,US,100,US,L
2020,SE,FT,Devops Engineer,95000,CAD,75970,CA,50,CA,S
2021e,SE,FT,Devops Engineer,41000,USD,41000,BG,100,AT,L
2021e,SE,FT,Cloud Infrastructure Engineer,146000,USD,146000,US,100,US,M
2021e,MI,FT,DevOps Consultant,100000,USD,100000,US,100,US,M
2021e,EN,FT,Devops Engineer,42000,GBP,58214,GB,50,GB,S
2021e,EN,FT,DevOps Engineer,126500,USD,126500,US,100,US,L
2021e,SE,FT,Infrastructure Engineer,124630,USD,124630,US,100,AU,L
2021e,MI,FT,Devops Engineer,100000,USD,100000,US,100,US,M
2021e,SE,FT,Infrastructure Engineer,210000,USD,210000,US,100,US,L
2021e,MI,FT,Security Automation Engineer,96000,CAD,76769,CA,100,CA,S
2020,MI,FT,Site Reliability Engineer,98000,USD,98000,US,100,US,M
2021e,SE,FT,Lead DevOps Engineer,1320000,NOK,140364,NO,50,NO,M
2020,MI,FT,Network Deployment Engineer,130000,USD,130000,US,100,US,L
2021e,EN,FT,Cloud Infrastructure Engineer,95000,USD,95000,US,100,US,M
2021e,EN,FT,DevOps Engineer,41000,GBP,56828,GB,100,GB,L
2021e,SE,FT,Devops Engineer,175000,USD,175000,US,100,US,S
2020,SE,FT,Site Reliability Engineer,128000,USD,128000,US,100,US,L
2020,SE,FT,Cloud Architect,175000,USD,175000,US,100,US,L
2021e,SE,FT,Staff DevOps Engineer,195000,USD,195000,US,100,US,M
2020,EN,FT,Site Reliability Engineer,26000,GBP,36037,GB,100,GB,L
2020,MI,FT,DevOps Engineer,52000,EUR,62253,AT,50,AT,L
2021e,SE,FT,Devops Engineer,150000,USD,150000,US,100,US,L
2021e,SE,FT,Site Reliability Engineer,135000,USD,135000,US,50,US,M
2021e,EN,FT,Infrastructure Engineer,50000,GBP,69302,GB,100,US,L
2021e,EN,FT,Site Reliability Engineer,74000,USD,74000,US,100,US,L
2020,SE,FT,Principal DevOps Engineer,145000,USD,145000,US,100,US,L
2021e,SE,FT,Cloud Infrastructure Engineer,435000,USD,435000,US,50,US,L
2020,SE,FT,Site Reliability Engineer,120000,USD,120000,US,100,US,L
2021e,SE,FT,DevOps Team Lead,145000,USD,145000,US,100,US,M
2021e,MI,FT,DevOps Engineer,60000,EUR,71831,FR,100,FR,S
2021e,SE,FT,DevOps Infrastructure Engineer,185000,USD,185000,US,100,US,M
2021e,EX,FT,DevOps Architect,220000,USD,220000,US,100,US,L
2021e,SE,FT,Site Reliability Engineering Manager,180000,CAD,143943,CA,100,CA,L
2021e,SE,FT,DevOps Engineer,144000,USD,144000,US,100,US,L
2020,MI,FT,DevOps Engineer,160000,CAD,127949,CA,100,US,L
2020,EN,FT,DevOps Engineer,88000,USD,88000,US,100,US,L
2021e,EN,FT,Cloud Infrastructure Engineer,105000,USD,105000,US,100,US,M
2021e,EN,FT,Site Reliability Engineer,110000,USD,110000,US,100,US,L
2020,MI,FT,DevOps Engineer,76000,USD,76000,US,100,US,L
2021e,SE,FT,Principal DevOps Engineer,170000,USD,170000,US,100,US,L
2020,SE,FT,DevOps Consultant,85000,GBP,117814,GB,100,GB,M
2021e,SE,FT,Site Reliability Engineer,177000,USD,177000,US,100,US,L
2021e,SE,FT,Lead DevOps Engineer,105000,USD,105000,US,100,US,L
2021e,SE,FT,Site Reliability Engineer,200000,USD,200000,US,100,US,M
2021e,MI,FT,Site Reliability Engineer,51520,USD,51520,MY,100,MY,L
2021e,SE,FT,DevOps Engineer,165000,USD,165000,US,100,US,M
2021e,SE,FT,DevOps Engineer,68000,EUR,81408,AT,50,AT,L
2020,SE,FT,DevOps Engineer,150000,USD,150000,US,100,US,L
2021e,SE,FT,Site Reliability Engineer,115000,USD,115000,US,100,US,M
2021e,EN,FT,Site Reliability Engineer,105000,USD,105000,US,50,US,L
2021e,EN,FT,DevOps Engineer,50000,USD,50000,US,100,US,M
2020,MI,FT,Site Reliability Engineer,40000,GBP,55442,GB,100,GB,M
2020,EN,FT,Platform Engineer,50000,GBP,69302,GB,50,GB,L
2020,MI,FT,DevOps Developer,56000,EUR,67042,AT,100,AT,S
2021e,MI,FT,Cloud DevOps Engineer,110000,USD,110000,US,100,US,S
2021e,SE,FT,Principal DevOps Engineer,173000,USD,173000,US,50,US,L
2021e,SE,FT,Staff Platform Engineer,191000,USD,191000,US,100,US,M
2021e,EN,FT,DevOps Engineer,113000,USD,113000,US,100,US,M
2020,EX,FT,IT DevOps Engineer,125000,USD,125000,US,100,US,S
2020,EN,FT,DevOps Engineer,80000,USD,80000,US,100,US,L
2020,EN,FT,DevOps Engineer,90000,USD,90000,US,100,US,M
2021e,MI,FT,DevOps Engineer,171000,USD,171000,US,100,US,M
2021e,MI,FT,Devops Engineer,115000,USD,115000,US,100,US,L
2021e,MI,FT,Site Reliability Engineer,100000,CHF,109762,CH,50,CH,L
2021e,EN,FT,Automation Engineer,72000,USD,72000,US,100,US,L
2020,MI,FT,Site Reliability Engineer,46000,EUR,55070,FR,100,FR,L
2020,SE,FT,Devops Engineer,41000,GBP,56828,GB,100,GB,L
2021e,SE,FT,Site Reliability Engineer,147000,USD,147000,US,50,US,S
2021e,SE,FT,Infrastructure Engineer,200000,USD,200000,US,100,US,M
2021e,SE,FT,DevOps Manager,120000,USD,120000,US,100,US,L
2021e,MI,FT,Site Reliability Engineer,160000,USD,160000,US,50,US,M
2021e,MI,FT,Site Reliability Engineer,147000,CAD,117553,CA,100,FI,M
2020,SE,FT,DevOps Engineer,61800,EUR,73986,FI,100,FI,L
2021e,MI,FT,DevOps Engineer,82000,CAD,65574,CA,100,CA,M
2020,EN,FT,DevOps Automation Engineer,80000,CAD,63974,CA,100,CA,L
2021e,SE,FT,Site Reliability Engineer,150000,USD,150000,US,100,US,S
2020,SE,FT,Cloud Engineer,165000,USD,165000,US,100,CH,L
2020,MI,FT,DevOps Engineer,130000,USD,130000,US,100,US,S
2021e,MI,CT,DevOps Engineer,150000,USD,150000,US,100,US,L
2021e,SE,FT,Cloud DevOps Systems Engineer,110000,EUR,131690,IE,100,IE,M
2021e,SE,FT,Site Reliability Engineer,155000,USD,155000,US,100,US,M
2021e,MI,FT,Cloud Architect,140000,USD,140000,US,100,US,L
2021e,SE,FT,DevOps Infrastructure Engineer,163000,USD,163000,US,100,US,M
2021e,EN,FT,DevOps Engineer,50000,EUR,59859,DE,100,DE,M
2021e,SE,FT,Platform Engineer,87000,GBP,120586,GB,100,GB,S
2021e,SE,FT,DevOps Architect,160000,USD,160000,US,100,US,M
2021e,MI,FT,DevOps Consultant,119000,USD,119000,US,100,US,M
2021e,SE,FT,Principal Site Reliability Engineer,140000,CAD,111956,CA,100,CA,L
2021e,MI,FT,Cloud DevOps Engineer,125000,CAD,99960,CA,50,CA,L
2020,SE,FT,Site Reliability Engineer,136000,USD,136000,US,50,US,L
2021e,EN,FT,Site Reliability Engineer,37000,EUR,44295,FR,100,FR,M
2021e,MI,FT,Infrastructure Engineer,5000,GBP,6930,GB,100,GB,M
2020,MI,FT,DevOps Engineer,105000,USD,105000,US,100,US,M
2021e,MI,CT,Cloud Engineer,105000,GBP,145535,GB,100,GB,L
2020,MI,FT,Site Reliability Engineer,65000,EUR,77817,FR,100,FR,M
2020,MI,FT,Site Reliability Engineer,150000,USD,150000,US,100,US,L
2021e,SE,FT,Site Reliability Engineer,133000,EUR,159226,FI,100,FI,L
2021e,SE,FT,Infrastructure Architect,170000,USD,170000,US,50,US,L
2021e,SE,FT,DevOps Team Lead,155000,USD,155000,US,50,US,M
2021e,MI,FT,Site Reliability Engineer,840000,NOK,89322,NO,50,NO,L
2021e,SE,FT,Site Reliability Engineer,96000,EUR,114930,DE,100,DE,L
2021e,SE,FT,Devops Engineer,35000,EUR,41901,MK,100,MK,L
2020,SE,FT,Site Reliability Engineer,150000,CAD,119952,CA,100,KR,L
2021e,SE,FT,DevOps Engineer,140000,USD,140000,US,100,US,L
2021e,MI,FT,DevOps Engineer,119000,USD,119000,US,100,US,L
2021e,EN,FT,Cloud Engineer,43000,EUR,51479,FR,50,US,L
2021e,SE,FT,IT Infrastructure Engineer,96000,EUR,114930,DE,100,DE,M
2021e,MI,FT,DevOps Engineer,150000,USD,150000,US,100,US,L
2020,EN,FT,DevOps Architect,130000,USD,130000,CH,100,CH,L
2020,MI,FT,Cloud DevOps Engineer,10000000,JPY,93684,JP,100,JP,L
2021e,EN,FT,Cloud Engineer,100000,USD,100000,US,100,US,L
2021e,SE,FT,Cloud DevOps Engineer,75000,USD,75000,BA,100,US,M
2021e,MI,FT,Site Reliability Engineer,165000,USD,165000,US,50,US,L
2021e,SE,FT,DevOps Architect,1100000,ZAR,75602,ZA,100,ZA,L
2020,MI,FT,Cloud Engineer,117000,USD,117000,US,100,US,S
2020,SE,FT,Cloud Architect,53000,DKK,8108,DK,100,DK,L
2021e,MI,FT,Site Reliability Engineer,139000,USD,139000,US,100,US,M
2021e,SE,CT,Cloud Engineer,120000,GBP,166326,GB,50,GB,L
2021e,MI,FT,DevOps Engineer,110000,USD,110000,US,100,US,M
2021e,EN,FT,DevOps Consultant,85000,USD,85000,US,100,US,L
2021e,MI,FT,DevOps Engineer,48000,EUR,57465,DE,50,DE,M
2021e,SE,FT,DevOps Consultant,1500000,INR,20383,IN,100,IN,L
2021e,SE,FT,DevOps Engineer,106000,USD,106000,US,100,US,L
2021e,MI,FT,DevOps Manager,150000,USD,150000,US,100,US,M
2021e,SE,FT,DevOps Engineer,85000,EUR,101761,DE,100,DE,L
2020,EN,FT,DevOps Engineer,75000,PLN,19757,PL,100,PL,M
2021e,SE,FT,Cloud Engineer,165000,USD,165000,US,100,US,S
2020,EN,CT,DevOps Engineer,75000,PLN,19757,PL,100,PL,M
2021e,MI,FT,Cloud Engineer,95000,USD,95000,US,100,US,M
2021e,MI,FT,DevOps Engineer,130000,CAD,103959,CA,100,US,L
2021e,SE,FT,DevOps Engineer,236000,USD,236000,US,100,US,L
2021e,EN,FT,IT Infrastructure Engineer,168000,ILS,51574,IL,50,IL,S
2020,EN,FT,Application Security Engineer,85000,USD,85000,US,100,US,L
2021e,MI,FT,Research Scientist,80000,CAD,63974,CA,100,CA,M
2020,SE,FT,DevOps Engineer,280000,CAD,223912,CA,50,CA,L
2021e,EN,FT,Software Development Engineer in Test,15000,USD,15000,PL,0,PL,M
2021e,EN,FT,SOC Analyst,47000,CAD,37585,CA,100,CA,S
2021e,MI,FT,Financial Data Analyst,113,USD,113,US,50,US,L
2020,SE,FT,Product Designer,92000,CAD,73571,CA,100,CA,M
2021e,MI,FT,DevOps Infrastructure Engineer,40000,EUR,47887,ES,100,ES,L
2021e,SE,FT,Information Security Manager,120000,USD,120000,US,50,US,M
2020,MI,FT,Incident Response Manager,120000,USD,120000,US,50,US,L
2021e,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L
2021e,EN,FT,Data Engineer,72500,USD,72500,US,100,US,L
2021e,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L
2021e,SE,FT,ML Engineer,256000,USD,256000,US,100,US,S
2021e,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L
2020,SE,FT,Big Data Engineer,85000,GBP,117814,GB,50,GB,M
2021e,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L
2021e,MI,FT,Data Architect,180000,USD,180000,US,100,US,L
2021e,MI,PT,Data Engineer,59000,EUR,70634,NL,100,NL,L
2021e,MI,FT,Business Analyst,110000,GBP,152465,GB,100,GB,L
2021e,SE,FT,UX Designer,160000,USD,160000,US,100,US,L
2021e,MI,FT,UX Researcher,50000,EUR,59859,DE,100,DE,M
2021e,EX,FT,Director of Engineering,75000,EUR,89789,DE,100,DE,S
2020,SE,FT,Software Engineer,75000,EUR,89789,DE,100,DE,M
2021e,MI,FT,Content Developer,60000,USD,60000,US,0,US,L
2021e,MI,FT,Content Developer,40000,USD,40000,US,0,US,L
2020,MI,FT,Cyber Security Analyst,75000,USD,75000,US,100,US,L
2021e,EX,FT,Software Development Engineer,100000,USD,100000,US,100,US,S
2021e,EN,FT,Cyber Security Engineer,101350,USD,101350,US,50,US,L
2021e,SE,FT,Principal Engineer,45000,USD,45000,MY,50,MY,L
2020,EN,FT,Cyber Security Analyst,60000,USD,60000,US,50,US,L
2021e,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L
2020,SE,FT,Machine Learning Engineer,150000,USD,150000,US,50,US,L
2021e,MI,FT,Cybersecurity Engineer,65000,USD,65000,US,100,US,L
2021e,MI,PT,Cyber Security Researcher,100000,USD,100000,US,50,US,M
2021e,SE,FT,Security Analyst,105000,USD,105000,US,100,US,M
2021e,EX,FT,Information Security Architect,170000,CAD,135946,CA,50,CA,L
2021e,SE,FT,Data Scientist,180000,TRY,22243,TR,50,TR,L
2021e,SE,FT,AI Scientist,55000,USD,55000,ES,100,ES,L
2021e,MI,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L
2021e,EN,FT,Information Security Analyst,76000,CAD,60776,CA,100,CA,M
2021e,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L
2021e,EN,PT,Research Scientist,27000,AUD,18595,AU,100,AU,L
2021e,MI,FT,Cloud DevOps Engineer,40000,GBP,55442,GB,50,GB,M
2021e,SE,FT,Information Security Manager,126000,USD,126000,US,50,US,L
2021e,SE,FT,Penetration Tester,182000,AUD,125349,AU,100,AU,L
2021e,MI,FL,Information Security Officer,65000,EUR,77817,DE,100,DE,M
2021e,MI,FT,Information Security Architect,72121,CHF,79161,FR,50,CH,S
2021e,MI,FT,Cyber Security Analyst,79000,USD,79000,US,100,US,L
2021e,EN,FT,DevOps Engineer,110000,USD,110000,US,50,US,M
2021e,SE,FT,Cyber Security Analyst,99000,CAD,79168,CA,100,CA,L
2021e,SE,FT,Cyber Security Researcher,275000,USD,275000,US,100,US,L
2021e,MI,FT,Incident Response Analyst,100000,USD,100000,US,100,US,L
2021e,SE,FL,Cyber Security Specialist,100000,USD,100000,FR,50,FR,L
2021e,MI,FT,Information Security Officer,52000,EUR,62253,SE,100,SE,S
2021e,MI,FT,IAM Engineer,115000,USD,115000,US,100,US,L
2020,MI,FT,Penetration Tester,80000,USD,80000,US,100,US,L
2020,SE,FT,Cyber Security Architect,123000,USD,123000,US,100,US,L
2021e,MI,FT,Information Security Officer,36000,EUR,43098,SI,100,SI,L
2020,MI,FT,Cyber Security Engineer,75000,USD,75000,US,50,US,S
2021e,EN,FT,Security Engineer,50000,USD,50000,US,50,US,S
2021e,SE,FT,Data Scientist,65720,EUR,78679,FR,50,FR,M
2021e,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2021e,EN,FT,DevOps Engineer,90000,USD,90000,US,100,US,M
2021e,EN,FT,Cybersecurity Analyst,80000,USD,80000,US,50,US,L
2021e,EN,FT,Machine Learning Engineer,85000,USD,85000,NL,100,DE,S
2021e,MI,FT,Business Operations Manager,125000,USD,125000,CA,100,US,S
2020,MI,FT,Business Intelligence Analyst,100000,USD,100000,US,100,US,L
2021e,SE,FT,Data Science Consultant,175000,USD,175000,US,100,US,L
2021e,SE,CT,Staff Data Scientist,105000,USD,105000,US,100,US,M
2021e,EX,FT,IT Manager,4440000,RUB,61375,RU,0,RU,L
2021e,SE,FT,Data Analyst,20400000,CLP,27752,CL,100,CL,S
2021e,EN,FT,Data Engineer,55000,EUR,65845,DE,50,DE,M
2020,EN,FT,Data Analyst,72000,USD,72000,US,100,US,L
2021e,MI,FT,Software Developer,75000,EUR,89789,NL,50,NL,M
2021e,SE,FT,Platform Engineer,160000,USD,160000,US,100,US,M
2021e,MI,FT,Cyber Security Engineer,210000,USD,210000,US,100,US,L
2021e,MI,FT,Data Engineer,250000,TRY,30893,TR,100,TR,M
2021e,MI,FT,Front End Engineer,40000,USD,40000,IN,100,US,L
2021e,MI,FT,QA Automation Engineer,19200,EUR,22986,RO,100,RO,L
2021e,EN,FT,Incident Response Analyst,66000,USD,66000,US,100,US,L
2021e,EN,PT,Software Support,20000,PHP,403,PH,50,PH,S
2021e,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S
2021e,MI,FT,Network Security Engineer,120000,USD,120000,KW,0,KW,L
2021e,SE,FT,DevOps Engineer,105000,CAD,83967,CA,50,CA,M
2021e,MI,FT,Data Scientist,21600,EUR,25859,RS,100,DE,S
2021e,MI,FT,Fullstack Engineer,55000,USD,55000,RO,100,US,S
2021e,SE,FT,Cloud Security Engineering Manager,55000,EUR,65845,ES,100,ES,L
2021e,EN,PT,Technical Program Manager,50000,DKK,7649,DK,100,DK,L
2021e,MI,FT,Project Manager,52000,EUR,62253,IE,100,IE,M
2021e,MI,FT,Site Reliability Engineer,85000,USD,85000,US,100,US,L
2021e,SE,FT,DevOps Engineer,161500,USD,161500,US,100,US,L
2021e,SE,FT,Cyber Security Engineer,55000,USD,55000,LT,50,DK,L
2020,SE,FT,Full Stack Developer,1000000,THB,31968,TH,100,TH,M
2021e,MI,FT,Data Scientist,1250000,INR,16985,IN,100,IN,S
2021e,MI,PT,Cloud DevOps Engineer,60000,EUR,71831,NL,100,NL,S
2020,SE,FT,Full Stack Developer,158000,USD,158000,US,100,US,L
2021e,MI,FT,DevOps Engineer,55000,EUR,65845,FR,100,FR,S
2021e,SE,FT,DevOps Architect,165000,USD,165000,US,100,US,L
2021e,EN,FT,DevOps Engineer,100000,USD,100000,US,100,US,L
2020,SE,FT,Cloud Architect,120000,CAD,95962,CA,100,CA,L
2020,SE,CT,DevOps Engineer,70000,USD,70000,AR,100,US,M
2021e,SE,FT,Staff Site Reliability Engineer,225000,USD,225000,US,50,US,L
2021e,SE,FT,DevOps Engineer,142000,CAD,113555,CA,100,CA,M
2021e,EX,FT,DevOps Manager,330000,USD,330000,US,100,US,M
2020,SE,FT,DevOps Infrastructure Engineer,93000,USD,93000,US,50,US,L
2021e,SE,FT,DevOps Engineer,135000,CAD,107957,CA,100,CA,M
2021e,SE,FT,Cloud Architect,4500000,INR,61149,IN,50,IN,L
2021e,MI,FT,Cloud Infrastructure Engineer,110000,USD,110000,US,50,US,S
2021e,SE,FT,Infrastructure Engineer,190000,USD,190000,US,100,US,L
2020,EN,FT,Site Reliability Engineer,100000,USD,100000,US,50,US,M
2020,SE,FT,Lead DevOps Engineer,190000,USD,190000,US,100,US,L
2021e,SE,FT,Lead DevOps Engineer,1512000,PHP,30479,PH,100,PH,L
2021e,MI,FT,Cloud Engineer,1100000,INR,14947,IN,100,IN,M
2021e,MI,CT,Cloud Infrastructure Engineer,62000,USD,62000,US,100,US,L
2021e,MI,FT,Site Reliability Engineer,100000,EUR,119718,FR,100,FR,S
